How do I reset the ticket numbers in my account?,All the Tickets need to be permanently deleted from the system to be able to reset the count in your Helpdesk.      Delete all the existing tickets and then remove them from the Trash folder as well. Please click on the view name at the top of the page in the Tickets tab to access the Trash folder and remove the tickets permanently. The tickets in the Spam folders need to be deleted as well.      Make sure that there are no tickets so that the Ticket ID can be set to 1 from the next incoming ticket. Move to Admin > Helpdesk and set the next Ticket ID as '1'. However. make sure that this is done only if you have test tickets or dummy tickets in your account as the tickets cannot be retrieved once deleted. Also. you need to delete any tickets that are archived to be able to set the ticket count as '1'.
Is it possible to disable the related articles section appearing on the support portal?,Yes. go to Admin > Portals > Settings > Disable 'Auto suggest solutions while creating a new ticket'.     If you want this disabled in the Solutions section you can hide this using the customisation feature which is available from the Estate plan. 
How to sort the search results from newest to oldest?,After the search. you have the option to sort the tickets based on 'Date created' which by default will be from the newest to the oldest. You can also search based on 'Last Modified' as well. 
Can I use email commands when creating a ticket?,No. emails commands can only be used to change the properties of an already existing ticket by replying to the email notification that the agent receives.
How to keep track of the tickets resolved/pending/unanswered tickets?,Click on Tickets tab. apply filters such as status as 'Resolved' and then save it as a view. You can do the same and create separate list views for other statuses as well.
Can I take a ticket export for past one year?,You can take an export for any time range that you specify. Also. make sure that you take the export from the Archived list view as well so that you do not miss out on the tickets that are Archived.
Does Freshdesk store the status changes of a ticket and when that occurred?,All the changes happening on a ticket will be shown under Activities tab inside a ticket.
Is it possible to have single sign on with the free plan?,Yes. you will be able to set up SSO even in the Sprout plan. Check this link for more details : https://support.freshdesk.com/support/solutions/articles/31166-single-sign-on-remote-authentication-in-freshdesk
How can I search for tickets with agents as contact?,Navigate to the Tickets List View page and filter the tickets using the Agent's email address in the Requester filter.
How should I count the total number of ticket solved today?,Go to Tickets tab. choose the date range as 'Today'. Status as 'Resolved' and remove all other filters and you will be able to get the ticket resolved count for the day.
Is there a way to see someone working on an email from the table view?,The Agent Collision feature will work only in the Details page of Freshdesk and the agent working on the ticket cannot be viewed from the List view page.
Does it cost more to set up another product portal?,No. there would be no extra cost for adding a product portal.
How can I insert an image into a ticket response?," Once you click on 'Reply' at the bottom of the editor you will be able to click on the ""A"" icon and insert the image.       "
How to create a custom ticket list view?,To create a custom ticket list view. click on Tickets tab. Apply the filters according to your requirement. click on the tick mark near the filter name at the top and change the name of the view accordingly. You will be able to choose if this ticket list can be viewed just by yourself or agents belonging to a specific group or by all agents.     For more information on ticket list views refer to this link.
A ticket is linked to the wrong company,The ticket is linked to a company based on which company the contact is linked to when the ticket was created. Even if the contact is changed to a different company. the same will not reflect on the ticket as the ticket is part of the 'First' company and should not be viewed by the contacts of the 'Second' company.      If you want to change the company the ticket is associated to. then change the requester to a dummy contact and then change it back to the original requester who is associated to the right company. 
How often does the ticket page refresh?,The ticket list view will display the number of updates on the tickets in that page and will not auto-refresh. When clicking on the 'updates' you will find the changes applied to that page.
I don't see the tickets of a contact when I search using the email address,When you search using the email address of a contact. there would be 4 categories by which the search results would be split. Only if the email address is present in the body of the ticket would it be displayed in the 'Tickets' category of search. However. if you are looking for tickets created by that contact. you need to go into the profile of the contact by clicking on the 'Contacts' section and find the ticket. 
I want to know about 'Undo Send' feature,When an agent mistakenly sends a wrong reply in a ticket which was meant for another ticket. or if the agent makes a mistake when they respond to a customer. they'll get 10 seconds to undo and edit their response.     Whenever an agent sends a second response in a five-minute window. a suggestion window will pop up to enable undo send feature as shown in the image below :                                                                                          Alternatively. you can toggle this option by clicking on Profile picture--> Profile settings--> and enable Undo Send option. Once this is enabled . you will find a option to undo the reply as shown in the image below:       After you hit send. the reply will be on buffer for 10 seconds. After 10 seconds. it will be successfully sent and you could recall the reply before that if required. 
How do I make private notes visible to customers?,Private notes cannot be converted to a Public note. An Admin can delete the Private note and then you can add a public note to the ticket that will be visible to the customers.
Do you have to open the mobile app in order to get ticket notifications?,If the notifications have been turned on then the mobile notifications would be displayed even when the mobile app is not open.
I would like to know how to enable Traffic Cop,Traffic cop is a feature that is available in the Estate plan of Freshdesk and would be enabled automatically once you upgrade.
How do I generate a list of tickets with a particular search term. that I can then export as a csv,You will be able to search with a particular search term and filter down the tickets. However. we do not have a feature to export the search results for now.
Can you create a view only role for agents?," You can create a custom Role from the Estate plan in which the agent can only add private and public notes to the ticket. However. if your customers have access to the customer account. the public notes can be seen and also if the ""Note added to ticket"" notification under Admin--> Email notification--> Requester notification has been turned on. the email notification would be sent to the customer if a public note is added to the ticket. The agent will not be able to make any other changes to the ticket. "
How can I prevent agents from seeing all contacts?,A custom role can be created where the agent does not have access to the Contacts tab. But the agent will still be able to view the Requester details in each of the tickets. Custom Roles is available only from the Estate plan.
Can freshdesk have separate ticket lists for different departments?,You can create different Custom list views for each team or group by filtering the respective groups/teams in your list view. You can also display those views only to those groups.
Add links to email,You can add links when replying to a ticket. In the reply editor. at the bottom of the page you should be able to see 'A' icon. click on it and you would be able to view the link icon. The 'Link' icon would let you add a valid URL and also add a Label.
Where do I see the tickets in which I am added as a watcher?,Go to Tickets and choose the list view Tickets I'm watching as show below:               This will display all the tickets that you have been added as a Watcher in.
How can I find out about the status of an existing ticket?,You will be able to find the status of the existing ticket from the ticket list view as shown below:           Also. once you open a ticket. the status of the ticket will be displayed on the tickets details page as shown below:                                                                           
What is Freshconnect and how can I use it in my account?,Freshconnect is the enhanced version of the Discuss or Collaborate feature and is a separate product currently. Refer this link to get detailed information on how to use Freshconnect inside Freshdesk.
View ticket information.,You can view the details of the ticket by editing the Ticket URL in the format as shown below.     https://domain.freshdesk.com/api/v2/tickets/1111
Should an agent be assigned to a group in order to be assigned to a ticket?,The ticket can be assigned to the Agent without the Group being assigned as well. However. if in your Account's Admin has made it mandatory for a ticket to be added to a group. then I am afraid that this will not be possible.
What is requester email in Dispatch'r rule?,The Requester email address would be the email address from where the query was sent. It can also be referred to as the Contact's email address.
How to add cc to a ticket?,You can add a CC when replying to that ticket. And if you would like to add a CC to a ticket automatically. then you could do this by using a Dispatch'r rule from Admin--> Dispatch'r. By choosing the conditions for which you want the CC added and setting the Actions as 'Add CC' you can achieve the same.
After merging ticket. can no longer see the responses on the ticket.,Once you merge 2 tickets. the primary ticket will contain all the responses that were present in both the tickets together.     The responses from the secondary ticket will be added as private notes to the primary ticket. the responses will be removed from the secondary ticket and it will be marked as closed.
Can I filter tickets in the 'Tickets I'm watching' view?,You will not be able to filter tickets in the 'Tickets I'm watching' view. 
Delete all the spam tickets from a contact without having to do it manually.,You can permanently delete the contact from the Mint UI. You can refer to the link to know more about the same.
How do we run a report for a Customer to show them all the tickets they created during a month,You can filter the tickets created by the Company in the Ticket filters and then export the whole list of tickets as a CSV or Excel file.
How to update the ticket when a contact company association is changed?,If contact A was associated with a company ABC and now updated to XYZ company under the contacts page. then in this case . it will still reflect the old company's details in the contacts page.      You could go ahead and edit the requester of the ticket to a dummy email address . save it and then change it back to the original one. By this way. even in the ticket details page. the company would reflect rightly.
How much does linked tickets costs?,There is no extra price for setting up linked tickets. It is a feature in the account. Refer this link to know more about this.
How can I view the created time of the ticket on the list view page?,You can make use of the Table View in the Mint UI and add a column Created at by clicking on the edit button as displayed in the image below.      However. this will only display the Date when the ticket was created and not the time when it was created. 
How do I sort columns?,You can sort the columns in the list view (Table view) of tickets by clicking on the edit button to the right side and dragging the fields to the desired position
Can I delete all tickets older than X days?,"You need to create a filter of the tickets that were created from when you started using Freshdesk till the date you want deleted. You will have to choose a custom date range in the 'Created' field. You can delete the tickets in bulk (30 at a time) 

However. if there are tickets that have been archived (tickets closed for more than 120 days) which you can view from the ticket list view page--> Click on the view name at the top--> Go to the Archived folder--> These cannot be deleted or none of the properties can be changed. 

However. since we adhere to GDPR if you permanently delete a contact from Freshdesk. all his tickets (Including the archived ones) will be deleted. "
How to change the SLA when we receive a reply?,"The SLA in Freshdesk will not be per response/ reply but per ticket. A ticket is considered as one issue and the SLA for that would be decided by the priority that you set for the ticket. Based on the priority the SLA will change. Also. from the Estate plan you can setup multiple SLA policies and based on the conditions set. the tickets will be impacted as well. 

If there are different issues discussed in the same ticket. you can split the response into a new ticket. "
If I accidentally CC'd someone on an email chain would they receive the email if they haven't activated their email address with Freshdesk?,Yes. the activation of the email address in Freshdesk is to log into the customer portal and view the ticket thread/ solutions/ forums etc. Since the email was CC'ed the email will be received by the person.
I want to export 6 months of tickets for a customer,Click on the tickets tab. under the filters choose the customer's name. then under date range choose the date range for a period of 6 months. Click on Export. choose the required ticket fields and then the export data will be sent to your mailbox.     Also. since tickets get archived 120 days after the ticket was closed. you will find a few tickets in the Archived folder. Click on the view name at the top and choose Archived and choose the time range and perform a similar export.
How can a customer close a support ticket?,The customer can log in to the Portal-->Click on Tickets and they can choose the option to Mark a ticket as Closed as shown below:
I edited the description in a ticket. is there a way to revert the action?,There is no option to revert the changes done to the Subject or Description of a ticket.
How is the source field defined?,Source defines the origin of the ticket. I believe that your query is related to the source of the incoming tickets. If the source is mail. then the requester would have raised his/her issue from their mailbox to your support address. Your ticket detail page will look like the below image. if the source is email:   If the source is portal. then the requester would have raised his/her query in your Freshdesk portal. Your ticket detail page will be like the below image. if the source is portal:  The source field is automatically populated and it cannot be changed.
Is there a way to see who is assigning the tickets and who they are assigning them too?,You can go to the Ticket list view--> Choose created time in the filters--> You will be able to view the agent to whom the ticket is assigned to in the same view. To know how it was assigned click on the ticket--> once inside the ticket details page. click on Activities at the top right corner--> You will be able to track how it was assigned.
How can I find who closed a ticket?,Go into the ticket--> Click on Activities at the top right corner--> Check the activities to know more about this.
Is it possible to create custom ticket scopes?,You can only create custom Roles from the Estate plan and the Scope is restricted to the three default scopes available in Freshdesk (ie. Global. Group and Restricted). You will be able to give access to agents to view tickets of only specific groups using the 'Group Access' and only tickets assigned to them by giving them 'Restricted Access'.
How can I see the customer who raised a ticket?,You can view the requester information to the right hand side of your screen inside the ticket. Also the name of the customer would also be displayed on the ticket list view page as well right beneath the subject of the ticket.
Can I setup checklists as part of a particular request type?,Checklists are not a part of ticket field type. Checkboxes can be used as a field type and multiple choices cannot be selected.
How can I search for deleted tickets?,The tickets that are deleted or spammed will not show up under the search column. You will need to go to the ticket list view. click on the view name. choose deleted and search for the ticket manually. Or if you are aware of the ticket ID you can enter it in the URL and access it directly.
Add public note as replies when agent responds to email notifications,The default behaviour in Freshdesk is that. when an agent replies from the mailbox. it will be appended as a public note on the respective ticket. Public notes will also be sent to the customer's mailbox as just a normal reply if you have turned on the notification under Admin > Email notification > Requester > When agents adds note and public notes will also be a part of agent productive and metrics.
What is the email address for support?,You can write to support@freshdesk.com if you have any issues with your Freshdesk Account.
How to setup internal groups?,Turn on the Shared ownership app under Admin > Advanced ticketing. Go into Admin > Groups > Status > Choose the statuses in which the Internal groups need to be shown and the groups you need as well. To know more about the same you can check out the article.
Emails sent through dispatcher rule is not seen on ticket,Emails sent through the automations will not be shown as a reply on the ticket. You can check the activities to see which automation has worked on the ticket.
How can I download all the files that have been uploaded by our customers?,Currently. there is no option to download all the attachments at the same time. You can only download each file individually.
How can I change the original date of a ticket?,There is no option to edit the created date of a ticket. but you can edit only the due date of a ticket.
Where can I find the pre-formatted reply template?,You can find the agent's reply template under Admin > Email notifications > Templates > Reply templates.
When I split a ticket. the split part is still assigned to me,When a ticket is split. it would not be assigned to one who split the original ticket. It will be created as a new ticket and will be moved to the queue. Check the ticket activities to understand why it was assigned to the agent that split the ticket.
Is there an undo button for assigning or closing tickets?,We do not have a button to undo a specific action. However. if you had performed a bulk action then you can choose the filters in your list view to filter the tickets again and reorder it based on 'Last modified'. then reverse your actions accordingly. Also. you can see the most recent activities from the Dashboard as well that will help you identify the tickets on which you had performed the action.
How do I update the company web domain name?,To update a company's domain name. navigate to companies from the left pane and choose a company and click on edit. On the edit company widget that appears you can change are add a domain. Refer to the screenshot below:                                            
Is there a way to set up a rule that assigns a ticket to the user who closes the ticket?,This can be done using an Observer rule. The performer is the agent. the event is status change to close. action would be Assign to agent- Event performing agent.
Review agent response before sending,You will not be able to review an agent's response or view the draft before sending the reply out. You can make use of our product Freshconnect to discuss with your agents and then once you approve the reply they want to send. you can ask them to send it out. To know more about Freshconnect go to https://support.freshdesk.com/support/solutions/articles/235766
What is non-billable time?,Many of our customers make use of the Time tracking feature to bill their customers based on the number of hours they have worked on the customer's tickets. However. there are instances when time tracking is required but those that need not be billed. For this you can make use of the Non-billable time tracking option. When taking a report. you can segregate the Billable time from the Non-billable time.
Is there an easy way to view ticket details on the front end of the portal and not as an agent?,Yes. you have the customer side of Freshdesk as well. You can automatically send out the activation email for any new contact that is created in Freshdesk (When the first ticket is created from their email address) by moving to Admin > Email notifications > Requester notifications > Activation email. By setting a password for their account using the activation link. the customer will be able to login and view the tickets. You can make sure the ticket fields are displayed to the customer by moving to Admin > Ticket fields > Clicking on the fields and setting Customers can view.
Is there a way to add placeholders into private notes?,There is no option to have a template for the private notes in Freshdesk. However. you can create a canned response with placeholders in the canned response so that this can be inserted with a click into the Private note.
When creating new contacts. is there a way to know if a contact for this person has already been made?,When creating the contact. if the email address is already taken up for a different contact. Freshdesk would be displaying an error Email address has been taken at the top of the page. There will also be a link that would help redirect you to the contact's profile.     You can also search using the contact's email address and navigate to the Contacts section under search.
After deleting a contact. emails from that email address do not come into the system. Is there a way to 'un-delete' or re-enable new tickets from that email address?,Yes. you can restore the contact so that all emails from the contact come in as valid tickets and are not marked as spam. Go to the Customers tab > Contacts > click on the hamburger menu on the top left on this page to choose 'Deleted' contacts and restore the contact from this page.
What is a company health score?,Health Score is an editable drop-down of three choices: happy. doing okay. at risk. Based on the ongoing relationship. one of these values can be associated with a company.
How do I associate a Contact with a Company?,You can search for the contact. edit the Contact. scroll down and add the company that the contact needs to be linked to and save the changes made to the Contact's profile.
What does it mean when the ticket icon next to a contact's company name is highlighted?,This is to mention that the Contact has the permission to view the tickets raised by all the contacts of that company.
To how many companies can I associate a contact to ?,You can associate a contact to a maximum of 300 companies. To know more about One contact multiple companies association. refer this link.
Company import,You can import companies by going to the Companies icon to the left side of the screen. You will be able to click on the Import Companies option to import a list of Companies in the CSV format.      The Unique parameter considered would be the Name of the company. If in case there is a company with the Name already. the company details will get updated once the import is done. 
my customers are unable to create a new account in the customer portal using the same e-mail of the ticket,The customer would already be contacts in your account. Therefore. you would need to trigger their activation email from inside their contact profile page so that they could log into your portal using the password they set.
can I verify user before his first login?,"You can turn off the Activation emails from Admin--> Email notifications--> Requester notification. And then once the contact is created you can check the unverified contacts from the contacts tab--> filter out the unverified contacts by clicking on the view at the top of the contact page. 

You can then trigger the activation email manually for those you would like to login to the customer portal. "
Can we add a company inside a company?,We would not be able to add a company inside a company. You can only add multiple contacts inside of a single company. And a contact can be part of multiple companies. (Feature available from the Estate plan).
Is it possible to add tags to company?,No. you will not be able to add tags for companies.
A point of contact from a company is being replaced by a new person. how can the new person take care of the old tickets.,You can change the email address of the requester from the Contact's profile. Add a secondary email address to the contact--> Make that the primary email address--> Remove the original email address and save the changes.      By doing so. you have removed the old email address from the system and also given the new email address access to view the tickets raised the old point of contact. 
How to add a contact?,You will be able to add a contact by clicking on the dropdown option that you see at the top of the page next to '+New Ticket'.
How do we block a client/mail id from creating tickets?,You can delete the contact in Freshdesk so that all emails or tickets raised are marked as Spam automatically.
Is there any way to find the solution articles that the customer has viewed?,There is a feature called customer journey that will helps agents with more context about the customer before a query is responded back to. When agents are responding to tickets. it shows up the list of solution articles that the customer has looked up on the self-service portal before they raised a ticket. This helps with unnecessary back and forth and reduces resolution time.      Please refer this link to know more about this feature.
Can an agent associate a ticket with a company without choosing a contact?,Every ticket in Freshdesk must have a contact. Also. only the contact can be associated with a company. In some cases. the agent could manually associate the contact with the company or you could set up a Domain for the company and all the contacts that raise tickets from that domain would be associated to that company automatically.
Ticket creation notification is not translated in French,The notifications would be sent out based on the Contact language that has been in Freshdesk. If a new contact is sending an email. Freshdesk would check the first few lines of the email to identify the language of the contact. If the first email was completely in French then the contact language would automatically be set to French and the corresponding New ticket created notification would be sent out.
Can I have editable address field in the New Ticket/Add Contact?,"You can create a custom Multiline Text field under Admin--> Customer field--> and also making it visible to the customer when signing up on your portal. 

However. if most of your customers don't sign up from your portal. get created as contacts when creating tickets or sending emails to your support. you can also create a Custom Address field under Admin--> Ticket fields and have it made visible to customers and editable too. "
In which plan can I update Contacts and Companies with custom fields using API?,You can update the contacts and companies with custom fields in any plan. You can refer to the link to know more about the same.
I am creating a custom app for fresh-desk .I have doubt in getting the API,The documentation for the Custom Apps can be checked out from https://developers.freshdesk.com/v2/docs/custom-apps/
Do you have a CRM on its own. not part of Freshdesk helpdesk,Yes. we do have Freshsales which is a Cloud based CRM software. Please check out more about this from https://www.freshworks.com/freshsales-crm/
Do you have Instagram as a support channel?,Instagram is not one of the Support Channels in Freshdesk
I am looking to set a default outbound Email Address from within helpdesk,"We do have an app that will help you with this. The App's name is ""Common from email address"" and can be installed from Admin--> Apps--> Get More apps. Also. you can understand more about the app from https://apps.freshdesk.com/common_from_email_address/."
How do I integrate Freshdesk with my Bigcommerce?,Go to Admin -> Apps -> Get more apps -> search for Bigcommerce and install the app within Freshdesk. Please refer this link for detailed information on Freshdesk and Bigcommerce integration.
Can I set tickets so that you cannot change the status of ticket without adding a tag?,We do not have a readymade feature for the same. However. you could create a Custom App with the help of your developers by referring to https://developers.freshdesk.com/v2/docs/custom-apps/
Can I integrate my WhatsApp application with Freshdesk?,We do not have an integration with Whatsapp as of now. 
How do I export the information of one particular customer?," There is a app called ""Export Customer profile"" which helps in exporting all the information about a particular customer in a downloadable CSV file. This includes:   -Profile: All customer information available in default and custom fields -Tickets: Tickets raised by the customer and conversations within those tickets -Forums: Topics created by the customer and contributions -Satisfaction ratings provided by the customer     For more information. refer this link.    "
Can I send notifications to my customers via SMS?,You can have Freshdesk integrated with Twilio to send out notifications to customers via messages(SMS).  To get more information about this . refer this link. 
Where should I put the Freshdesk widget code while integrating Wordpress?,You could use the Wordpress plug in for Freshdesk. Refer this link for the plugin. This would help you in embedding the Freshdesk feedback widget in your Wordpress site.
Integration between Freshdesk and 3CX phone system.,The 3CX integration with Freshdesk is an App created by 3CX and you can understand more about this from https://apps.freshdesk.com/3cx/
Private comments from the Jira app are always from one and the same person. Can we change this?,"Go to the Jira settings and check if the 'User Email Visibility' is public. Unless that's made public. the integration will not be able to pick up the user information from Jira. When this information is not available. we add the comment under one of the account admin's name.

To update the user email visibility : Go to Jira home -> Settings -> System -> General configuration. Click on Edit settings and updated user email visibility to public.
"
Automation to create Child tickets,We will not be able to create child tickets using automations. The Child tickets need to be created manually by an agent from inside the ticket. To make it easier. you could add Templates from Admin--> Ticket templates and use that when creating child tickets.
Can the salesforce integration show the ticket history in salesforce?,The Tickets raised by the contact will be seen in Salesforce as well.
Can the salesforce integration show the ticket history in salesforce?,When you integrate Freshdesk in Salesforce. you would be able to see a few recent Freshdesk tickets and you would have a link to view all the tickets in Freshdesk which when clicked on will take you to Freshdesk account to view the contact's tickets.
Do you have a Magento 2.2 module?,We do not have an integration with Magento 2.2 and do not support it as of now.
I want to use Knowlarity,The Knowlarity app is compatible only with the Old UI and you can use the Super Receptionist App for the Mint UI that was created by Knowlarity. https://apps.freshdesk.com/super_receptionist/
I'm looking for the Xero integration in Freshdesk but cant find it.,We do not have the integration with Xero in the Mint UI yet. We are working on building this app in the moment and it should be available in our Marketplace soon. To check out all the apps available navigate to apps.freshdesk.com.
I work for two companies that both use fresh desk and I want to be logged in to both help desks at the same time,By having the same email address as the agent email address in both the Freshdesk accounts you can have both the accounts open in the same browser. If not. you would need to log into both the accounts in separate browsers or in the incognito window.
Unable to load page. We encountered an unexpected problem (check your network connection).,This is an issue with the Network you are using and therefore please try accessing the account with a different network (Mobile network).
Existing freshworks user! Admins cannot edit Agent' profile information. Agents can edit their profile information in their Freshworks profile.,Since all the agents are logging in through the Freshworks login the agent's information will already be stored at our end if he/she is part of a different Freshworks product. Since this is the Agent's Freshworks account and since it is being used in multiple Freshworks accounts. it would remain unique and only modifiable by the agent himself.
How will agents log in?,"The agents will be logging in through the Freshworks page. Each agent will have a Freshworks account and have a unique password. This can be used to log into all Freshworks accounts and acts as a single sign on. 

If you have SSO added for your account. and if you are not able to login to the account. you can make use of the URL companyname.freshdesk.com/login/normal "
How do I get product details given I have a product_id,You can make use of the Freshdesk API to view the Product details using the Product ID. You would be able to fetch the Product ID by navigating to Admin--> Multiple products--> Edit--> The ID would be in the URL of the page. Please check out https://developers.freshdesk.com/api/#view_product
Is there an API to add Items to a custom drop down,You will not be able to update Ticket fields using API.
"236776 - While viewing an agent using API. what value does""available"" return?"," This is based on the Agent availability for automatic ticket assignment. You can view this in the UI under Dashboard tab> Available Agents section. Please note that ""available"" doesn't relate to the agent's login/logout information.    "
Can I set up images (like a company logo) in the agent auto signature?,Yes. you will be able to set up logos and pictures in an Agent signature. Kindly refer this link for more information.
Is there a Freshdesk test environment for API?,We have introduced the Sandbox feature for only accounts in the Forest plan. However. if you are in one of the lower plans you can create a new test account which will be Trial for 21 days and have the API tested.
I am trying to setup SSO to our Freshdesk account. but I need a manual way for my agents to login,The agents can use /login/normal to bypass the SSO and log in.
Where can I download the data processing addendum for freshsales? GDPR?,We have hosted the DPA on our website that you could check out from https://www.freshworks.com/data-processing-addendum/ and therefore there would not be a need for a signed DPA.
How can I turn OFF the SSO?,You could type the Freshdesk URL like this : .freshdesk.com/login/normal and then login to the account. click on Admin> Security> SSO and turn it OFF.
I would like to change the ticket url from https:// to http://,You will be able to Turn off the SSL certificate for your account from Admin--> Security--> SSL.
does fresh desk support 2 factor authentication for agents?,There is no 2-factor authentication in Freshdesk for now.
Can I have two different single sign on authentication provider for separate products?,We do not have a provision to set a different authentication mechanism for SSO when it comes to product portals in Freshdesk. We do not have the means to redirect to different sign-on URLs'.
Once the user clicks on login in the support portal. it redirects him to a different page instead of Azure login page.,This issue happens when an incorrect URL is entered under SAML Login URL in Freshdesk under Admin > Security.      In your Freshdesk portal. under Admin > security please enter https://adfsservername.domain.com/adfs/ls
I am using Google SSO and get this error : Requested URL not found on the server,This issue occurs when an incorrect URL is entered under SAML Login URL in Freshdesk under Admin > Security.      In the Google Admin console. go to Security > Set up single sign on (SSO) and copy the SSO URL. Paste the URL in your Freshdesk account under Admin > Security in the SAML login URL section.
Will a user's AD account be recognised outside the network as well?,Generally. it won't be recognized from outside networks. But if you have hosted your URL as public with a domain. then it will recognise the account.
Is Freshdesk HIPAA compliant?,Freshdesk will be HIPAA compliant by the end of Q1 2019. We are currently working on it and will be making our product HIPAA compliant at the earliest.
Is there a way to modify or delete satisfaction survey answers?,You will not be able to delete or modify an already existing survey feedback by the customer.
How to edit satisfaction survey sent to the customer?,You can edit the satisfaction survey by clicking on Admin > Customer Satisfaction > Edit. 
Why are there two surveys being sent out in the same email?,If there are two surveys being sent out in the same email to the customer. then you have inserted the Satisfaction survey placeholder in the email notification. Also. you have set it to be sent when a ticket is Resolved or Closed under Admin > Customer Satisfaction.      Therefore. check if there are any custom email notifications being sent out using an Observer rule from Admin > Observer. Also. check if the placeholder is present in the default email notifications under Admin > Email notifications > Requester notifications.
How to calculate the exact number of surveys sent in a specific time?,The information in the Satisfaction Survey report displays the Answered survey on the date and the Unanswered. As per the current behaviour. answered count for a time range filtered would be the responses received during that timeframe. This would count all the surveys sent out via the default settings and also if you have set the survey placeholder in any of the automations.
Is there a way to send an email to clients that have rated a survey?,Yes. you can send automated emails from Freshdesk to the requester of the ticket based on the requester ratings using an Observer rule. Here is a screenshot of a sample observer rule for your reference:                                                                     
I am trying to create an email notification for password reset.,The password reset link and placeholder will only work when it is triggered from the portal and will not work when set in a custom notification that is sent out of Freshdesk. You will find the Agent and Requester Password reset templates under Admin > Email notifications.
I want to remove the option to log into Freshdesk for my customers.,"You can make use of portal customisation feature available from the Estate plan to hide the login button for your customers. To know more about this feature you can check out the article https://support.freshdesk.com/support/solutions/articles/65026

Also. you can restrict the customers knowing about your portal by removing the Ticket URL which would contain your Freshdesk URL from Admin--> Email notifications--> Template and the other Requester notifications."
Can I prevent the agents from viewing the contact details?,You would be able to create a Custom Role from the Estate plan where the agent does not have access to the Customers/contact tab and he would not be able to view the contact's profile. However. the details you display in the Requester widget in the Ticket details would be visible to the agent.
How do I edit the full name of an agent?,The Full Name of the Agent can be edited only by the Agent as he would have his own Agent profile in Freshworks.
We have multiple groups setup in Freshdesk.  Just wondering how I make a group not visible to customers when they are logging a ticket,"Go to Admin> Ticket fields> Click on Edit near the Group field and uncheck the option that says ""Display to customer""."
I need to delete an agent but I can't see the delete button against their name in the admin area,Only the Administrators will be able to delete and add agents.
Can an Agent change the password of a Customer?,An Admin would be able to change the password of a contact. However. an Agent would not be able to do this from his end. 
Can an agent be automatically assigned tickets from one group?," Once the Ticket assignment is turned on by the Agent. tickets from all groups in which ""Automatic ticket assignment"" has been turned on will be assigned to the Agent. If you wish for that agent to not receive tickets from that group automatically. then you could remove the agent from that group or turn off the automatic ticket assignment for that group. "
I am not able to change an Agent's Name.,If you are accessing the Account using the Freshworks login. only the agent will be able to make modifications to his/her name. The reason for this is because. using the Freshworks login. the agent would be able to login to multiple Freshworks products using the same credentials.
Some agents are not able to change their availability even if they have the permission.,If you are looking for your agents to change their availability at the top right corner of your screen. then you would need to enable this in all the groups the agent is in.      For example: If the agent is part of 4 accounts. and if he has not been given permissions in even one of them. the option to change the availability would not be displayed.
Is there a limit on the number of groups that can be created?,No. you can create any number of groups in Freshdesk
An an agent. I am not able to assume the identity of an another.,If the other agent has a Supervisor role/Admin role. you would not be able to assume his/her identity as an agent. You will only be able to assume the identity of a fellow agent.
Where can I change profile on new version of Freshdesk?,Click on the Avatar at the top right corner--> Click on 'Profile Settings'--> Go to 'Change your profile info or password' and then change your profile details as per your need.
How to test the BOT before enabling it on support portal?,When you click on Admin > Bot > Install. there is a Bot widget icon to the bottom right corner. using which you be used to test your Bot before enabling it on your support portal or your website. 
What is a BOT?,BOT is an AI/ML powered support bot that makes it easier for customers to get answers to their questions. BOT can be in the forefront of your support handling most of the first level basic questions and deflecting tickets to ensure that your support agents can focus on the most important issues and don’t get bogged down with the same questions every day. At the same time. your customers will start finding answers to their questions right away as BOT can make your support available 24*7.     For more information on BOT. refer to this link.
How to change the BOT Avatar?,You can navigate to Admin > Bot > Customize > Choose Avatar. You will also have the option to update your own custom Avatar from your system as well by clicking on 'Add your own' and then click on 'Save'. 
How to set up Bot?,Once the Bot is enabled in your account. you will see ‘Bot’ as a new channel under your Admin tab.           On clicking the Bot icon. you will be landing on an on-boarding page that talks about Freddy and its capability. Click on ‘Set up your Bot’ which will get started with the Bot configuration.
What are the requirements to activate BOT in my account?,Here are the requirements to enable BOT in the account:     Plan: Garden. Estate and Forest    Required Articles: Minimum: 10+ articles. Recommended: 100+ articles   Required Tickets: Minimum: 0. Recommended: 2000+ tickets   Account's Primary Language: English   Freshdesk Interface: Mint
How do I customise default messages displayed on Bot?,The Default Messages in the Bot are common for all accounts making use of the Bot and is not customisable.
Does Bot support multiple languages?,The BOT does not support multiple languages. The Account's primary language needs to be English for the Bot to work as expected.
How does Freddy Bot work?,BOT automatically learns from the categories of your Knowledge Base. interacts with customers. understands the intent of their questions and suggests the most relevant answer. The agent can train the Bot by linking the unanswered and not helpful questions with relevant articles so that these articles are displayed to customers in future.
Articles in Freshdesk are not displayed when a relevant question is asked via BOT?,The Categories need to be added under Admin > BOT > Content for the articles related to be fetched.
How can I display solution articles only when searched by the BOT,The Solution folders can be set to be viewed only by the BOT and therefore. the articles in these folders will not be visible to all users when accessing the account.
What are the benefits of the Bot?,Some of the key benefits of using BOT include:   Proactive and faster engagement  Faster response  Increase Customer Satisfaction  Reduce volume of tickets and increase deflection  Better support experience
